Unnamed: 0.1,Unnamed: 0,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
3376,3376.0,42.0,blue-collar,single,secondary,no,382,yes,no,cellular,13,may,294.0,1.0,-1,0.0,unknown,no
1256,1256.0,55.0,services,divorced,secondary,no,218,yes,no,unknown,29,may,200.0,2.0,-1,0.0,unknown,no
2094,,53.0,technician,married,,no,100,,,cellular,13,aug,,4.0,-1,0.0,unknown,
3473,,40.0,management,married,tertiary,no,89,,yes,telephone,9,feb,,6.0,-1,0.0,unknown,no
3512,3512.0,33.0,management,single,tertiary,no,335,no,no,cellular,29,aug,130.0,4.0,-1,0.0,unknown,no
1555,1555.0,34.0,entrepreneur,married,tertiary,no,412,yes,yes,cellular,8,jul,164.0,1.0,-1,0.0,unknown,no
4209,4209.0,38.0,services,married,secondary,no,0,no,yes,cellular,16,jul,1473.0,6.0,-1,0.0,unknown,no
1250,1250.0,,management,divorced,,,1897,yes,yes,unknown,2,jun,197.0,1.0,-1,0.0,unknown,no
1699,1699.0,,technician,married,,,323,yes,no,cellular,18,nov,41.0,2.0,-1,0.0,unknown,no
1252,1252.0,,entrepreneur,married,,,868,no,no,cellular,20,nov,452.0,2.0,-1,0.0,unknown,no
4350,4350.0,29.0,blue-collar,single,secondary,no,-20,no,yes,cellular,21,jul,574.0,1.0,-1,0.0,unknown,yes
4367,4367.0,,management,single,,,4210,yes,no,cellular,18,may,119.0,1.0,-1,0.0,unknown,no
3284,,57.0,admin.,married,secondary,no,367,,no,telephone,16,nov,,2.0,-1,0.0,unknown,no
2933,2933.0,39.0,services,married,primary,no,1601,yes,no,unknown,23,may,201.0,2.0,-1,0.0,unknown,no
79,,40.0,unemployed,married,secondary,no,219,,no,cellular,17,nov,,2.0,196,1.0,failure,no
1172,1172.0,42.0,blue-collar,married,secondary,no,230,yes,no,unknown,5,jun,175.0,7.0,-1,0.0,unknown,no
814,814.0,47.0,,married,secondary,no,-75,yes,no,,4,feb,57.0,1.0,247,,other,no
1852,1852.0,50.0,technician,married,secondary,no,669,yes,no,unknown,2,jun,88.0,1.0,-1,0.0,unknown,no
2220,2220.0,33.0,,married,secondary,no,139,yes,yes,,18,may,732.0,2.0,291,,failure,yes
2719,2719.0,32.0,technician,single,secondary,no,230,yes,no,cellular,18,may,442.0,1.0,266,8.0,failure,yes
684,684.0,28.0,services,single,secondary,no,168,no,no,cellular,1,jun,347.0,3.0,140,2.0,success,yes
4405,4405.0,51.0,technician,married,secondary,no,463,yes,no,unknown,13,may,213.0,5.0,-1,0.0,unknown,no
2105,2105.0,34.0,entrepreneur,married,secondary,no,4659,yes,no,unknown,30,aug,28.0,1.0,-1,0.0,unknown,no
133,133.0,48.0,admin.,married,unknown,no,0,yes,no,cellular,8,may,85.0,1.0,168,2.0,failure,no
1140,1140.0,36.0,management,single,tertiary,no,3875,yes,no,unknown,27,may,21.0,5.0,-1,0.0,unknown,no
933,933.0,38.0,blue-collar,married,secondary,no,361,yes,no,unknown,11,jun,601.0,1.0,-1,0.0,unknown,no
928,928.0,54.0,retired,divorced,tertiary,no,6102,yes,yes,unknown,21,may,86.0,6.0,-1,0.0,unknown,no
823,823.0,43.0,management,married,tertiary,no,1429,yes,no,cellular,19,nov,1015.0,1.0,198,2.0,other,yes
3480,3480.0,47.0,services,married,secondary,no,440,yes,no,unknown,12,jun,91.0,1.0,-1,0.0,unknown,no
4112,4112.0,46.0,admin.,married,primary,no,96,no,no,telephone,4,feb,151.0,2.0,-1,0.0,unknown,no
1531,1531.0,46.0,blue-collar,married,,no,2749,yes,,cellular,17,nov,332.0,1.0,-1,0.0,unknown,
1214,1214.0,,services,married,,,0,no,no,unknown,12,jun,543.0,2.0,-1,0.0,unknown,no
504,,41.0,management,married,tertiary,no,3872,,no,cellular,15,oct,,1.0,-1,0.0,unknown,no
4496,4496.0,30.0,blue-collar,single,secondary,no,363,no,no,cellular,28,jul,171.0,3.0,-1,0.0,unknown,no
2395,2395.0,35.0,services,single,secondary,no,35,yes,no,cellular,14,may,152.0,1.0,-1,0.0,unknown,no
1996,1996.0,58.0,management,divorced,tertiary,no,1573,yes,yes,cellular,17,nov,279.0,1.0,-1,0.0,unknown,no
2434,2434.0,35.0,admin.,single,secondary,no,57,no,yes,cellular,8,jul,632.0,2.0,-1,0.0,unknown,no
3072,3072.0,55.0,management,married,tertiary,no,2366,yes,yes,cellular,30,jul,94.0,4.0,-1,0.0,unknown,no
1958,1958.0,43.0,management,single,secondary,yes,-1164,yes,yes,cellular,18,jul,76.0,4.0,-1,0.0,unknown,no
1384,1384.0,40.0,blue-collar,married,primary,no,-335,yes,no,unknown,27,may,260.0,1.0,-1,0.0,unknown,no
894,894.0,37.0,technician,married,tertiary,no,0,yes,no,cellular,17,nov,77.0,1.0,-1,0.0,unknown,no
828,828.0,47.0,unemployed,married,primary,no,168,yes,no,telephone,30,jan,66.0,1.0,241,1.0,other,no
455,455.0,,blue-collar,married,,,117,yes,no,unknown,9,may,147.0,1.0,-1,0.0,unknown,no
2523,2523.0,44.0,management,divorced,tertiary,no,476,yes,yes,unknown,26,may,127.0,2.0,-1,0.0,unknown,no
1683,1683.0,,admin.,single,,,0,yes,yes,cellular,6,may,172.0,4.0,-1,0.0,unknown,no
4197,,51.0,blue-collar,married,unknown,no,1883,,no,unknown,5,may,,1.0,-1,0.0,unknown,no
3709,3709.0,44.0,entrepreneur,married,secondary,no,6649,yes,no,cellular,19,nov,354.0,2.0,-1,0.0,unknown,no
4181,,26.0,technician,single,secondary,no,1275,,no,unknown,20,jun,,9.0,-1,0.0,unknown,no
4212,4212.0,38.0,,single,tertiary,no,14058,no,no,,17,jul,293.0,20.0,-1,,unknown,no
652,652.0,50.0,self-employed,divorced,tertiary,no,59,yes,no,unknown,28,may,67.0,2.0,-1,0.0,unknown,no
172,172.0,40.0,admin.,single,secondary,no,462,yes,yes,cellular,6,apr,272.0,1.0,335,4.0,other,no
3522,3522.0,54.0,technician,married,secondary,no,89,yes,no,cellular,10,jul,140.0,3.0,-1,0.0,unknown,no
3197,3197.0,30.0,student,single,secondary,no,25,no,no,telephone,30,apr,44.0,1.0,-1,0.0,unknown,no
38,38.0,33.0,,,secondary,no,3935,yes,no,,6,may,,,342,,failure,yes
3602,3602.0,36.0,technician,married,secondary,no,474,yes,no,unknown,27,may,59.0,1.0,-1,0.0,unknown,no
1881,1881.0,36.0,management,married,tertiary,no,27359,yes,no,unknown,3,jun,71.0,2.0,-1,0.0,unknown,no
713,713.0,25.0,student,single,secondary,no,1790,no,no,cellular,17,apr,224.0,1.0,322,3.0,failure,no
90,90.0,39.0,blue-collar,,primary,no,111,no,no,cellular,18,nov,,,-1,0.0,unknown,no
2214,2214.0,42.0,technician,divorced,secondary,no,-280,yes,no,unknown,26,may,258.0,1.0,-1,0.0,unknown,no
1205,1205.0,39.0,blue-collar,married,unknown,no,0,no,no,cellular,2,feb,731.0,1.0,193,3.0,failure,no
2923,2923.0,39.0,admin.,married,secondary,no,260,yes,no,cellular,17,apr,146.0,1.0,281,1.0,failure,no
2492,2492.0,50.0,management,single,tertiary,no,567,yes,no,unknown,16,may,274.0,8.0,-1,0.0,unknown,no
1810,1810.0,28.0,blue-collar,married,secondary,no,373,yes,no,cellular,14,may,10.0,9.0,344,1.0,failure,no
3486,3486.0,58.0,retired,married,primary,no,1987,no,no,telephone,14,jul,185.0,4.0,-1,0.0,unknown,no
3323,3323.0,59.0,management,married,tertiary,no,0,no,no,cellular,27,aug,87.0,4.0,-1,0.0,unknown,no
3141,3141.0,32.0,admin.,single,secondary,no,678,yes,no,cellular,4,feb,1579.0,1.0,246,4.0,failure,yes
1827,1827.0,50.0,management,married,tertiary,no,4374,yes,no,cellular,21,nov,163.0,2.0,113,3.0,failure,no
1155,1155.0,,technician,single,,,259,no,no,cellular,22,jul,407.0,4.0,-1,0.0,unknown,no
1324,1324.0,41.0,entrepreneur,married,tertiary,no,171,yes,no,cellular,19,nov,209.0,1.0,191,4.0,failure,no
216,216.0,45.0,technician,married,secondary,no,1410,no,no,cellular,11,aug,71.0,2.0,-1,0.0,unknown,no
3398,3398.0,34.0,technician,married,secondary,no,550,no,yes,cellular,9,jul,601.0,1.0,-1,0.0,unknown,no
510,510.0,,blue-collar,married,,,121,yes,yes,cellular,6,feb,168.0,1.0,212,2.0,failure,no
1680,1680.0,,technician,,,,0,no,no,cellular,18,aug,,,-1,0.0,unknown,yes
499,499.0,42.0,management,single,tertiary,no,515,yes,no,cellular,19,nov,501.0,2.0,-1,0.0,unknown,no
4105,,39.0,entrepreneur,married,secondary,no,0,,no,cellular,21,nov,,7.0,-1,0.0,unknown,no
1856,1856.0,48.0,management,divorced,tertiary,no,541,yes,no,cellular,14,may,72.0,1.0,363,2.0,other,no
1388,1388.0,51.0,services,divorced,secondary,no,518,yes,no,telephone,17,nov,76.0,1.0,-1,0.0,unknown,no
1519,1519.0,49.0,unemployed,married,secondary,no,769,yes,no,unknown,14,may,257.0,1.0,-1,0.0,unknown,no
3719,3719.0,49.0,management,single,tertiary,no,588,no,no,cellular,28,aug,70.0,9.0,-1,0.0,unknown,no
2386,,33.0,technician,married,tertiary,no,16992,,no,unknown,29,may,,1.0,-1,0.0,unknown,no
4317,4317.0,27.0,services,single,secondary,yes,-1,no,no,cellular,22,jul,60.0,2.0,-1,0.0,unknown,no
3236,3236.0,43.0,blue-collar,married,primary,no,2519,yes,no,cellular,16,apr,257.0,2.0,146,9.0,other,no
2076,,46.0,technician,married,secondary,no,1427,,no,unknown,14,may,,3.0,-1,0.0,unknown,no
1540,1540.0,,admin.,divorced,,,1210,no,no,cellular,16,jul,350.0,1.0,-1,0.0,unknown,no
1217,1217.0,44.0,blue-collar,married,primary,no,271,yes,yes,unknown,9,may,94.0,1.0,-1,0.0,unknown,no
2681,2681.0,24.0,blue-collar,married,secondary,no,-220,yes,no,cellular,2,apr,90.0,1.0,-1,0.0,unknown,no
2842,2842.0,48.0,management,married,primary,no,3230,yes,no,telephone,20,nov,207.0,3.0,-1,0.0,unknown,no
2993,2993.0,29.0,blue-collar,married,secondary,no,125,yes,no,unknown,13,may,50.0,1.0,-1,0.0,unknown,no
1416,1416.0,38.0,blue-collar,single,secondary,no,578,yes,no,unknown,21,may,112.0,2.0,-1,0.0,unknown,no
2217,2217.0,51.0,self-employed,married,tertiary,no,2007,no,no,unknown,16,jun,1021.0,1.0,-1,0.0,unknown,no
1191,1191.0,30.0,blue-collar,married,secondary,no,6,yes,no,cellular,28,jan,241.0,3.0,-1,0.0,unknown,no
1676,1676.0,40.0,admin.,married,secondary,no,168,yes,no,cellular,7,may,249.0,2.0,169,1.0,failure,no
1197,,,management,married,,,679,,no,telephone,22,apr,,3.0,-1,0.0,unknown,no
1542,1542.0,,entrepreneur,married,,,273,no,no,cellular,23,jul,58.0,1.0,-1,0.0,unknown,no
3301,,60.0,services,married,tertiary,no,4256,,no,cellular,16,aug,,3.0,761,1.0,other,yes
3324,3324.0,32.0,,single,tertiary,no,537,no,no,,29,may,187.0,3.0,-1,,unknown,no
2960,,59.0,blue-collar,married,secondary,no,681,,no,telephone,14,apr,,2.0,-1,0.0,unknown,no
2539,2539.0,44.0,technician,divorced,secondary,no,14,no,no,cellular,13,nov,167.0,1.0,92,1.0,success,yes
953,953.0,34.0,management,single,tertiary,no,84,no,no,cellular,5,feb,231.0,1.0,-1,0.0,unknown,no
3145,3145.0,45.0,technician,divorced,secondary,no,976,yes,no,cellular,17,apr,183.0,1.0,338,2.0,failure,no
3080,3080.0,33.0,services,married,secondary,no,478,no,no,cellular,30,apr,475.0,2.0,-1,0.0,unknown,yes
2635,2635.0,30.0,technician,married,secondary,no,616,yes,no,cellular,6,may,19.0,1.0,-1,0.0,unknown,no
750,,57.0,admin.,divorced,primary,no,1,,no,unknown,15,may,,10.0,-1,0.0,unknown,no
2705,2705.0,41.0,blue-collar,single,secondary,no,75,yes,no,unknown,1,jul,479.0,9.0,-1,0.0,unknown,yes
3914,3914.0,30.0,,married,tertiary,no,569,no,no,,27,aug,976.0,12.0,-1,,unknown,yes
234,234.0,30.0,student,,secondary,no,3096,no,no,cellular,26,jan,,,-1,0.0,unknown,no
732,732.0,50.0,management,married,tertiary,no,3463,no,yes,cellular,28,oct,96.0,1.0,-1,0.0,unknown,yes
1238,,,blue-collar,married,,,2,,yes,cellular,10,jul,,1.0,-1,0.0,unknown,no
4306,4306.0,51.0,technician,married,secondary,no,143,yes,no,unknown,16,may,627.0,1.0,-1,0.0,unknown,no
1156,1156.0,38.0,blue-collar,married,secondary,no,284,yes,yes,unknown,3,jun,1030.0,6.0,-1,0.0,unknown,no
633,633.0,83.0,retired,married,secondary,no,0,no,no,cellular,18,mar,140.0,10.0,-1,0.0,unknown,no
3294,3294.0,40.0,management,married,tertiary,no,1217,yes,yes,cellular,18,nov,155.0,1.0,-1,0.0,unknown,no
2445,2445.0,35.0,housemaid,married,tertiary,no,20,yes,yes,cellular,17,jul,505.0,3.0,-1,0.0,unknown,no
2982,2982.0,38.0,technician,married,tertiary,no,1161,yes,no,unknown,8,may,665.0,1.0,-1,0.0,unknown,no
1209,1209.0,58.0,retired,single,secondary,no,1640,no,yes,cellular,4,feb,72.0,6.0,274,4.0,failure,no
1065,1065.0,30.0,unemployed,married,tertiary,no,0,yes,no,cellular,18,nov,756.0,1.0,-1,0.0,unknown,no
3764,3764.0,31.0,unemployed,married,secondary,no,24,yes,no,cellular,19,nov,631.0,1.0,-1,0.0,unknown,no
2156,2156.0,29.0,services,married,secondary,no,57,yes,no,telephone,21,jul,342.0,9.0,-1,0.0,unknown,no
1062,1062.0,50.0,technician,married,secondary,no,-568,yes,yes,unknown,28,may,860.0,2.0,-1,0.0,unknown,no
2616,2616.0,35.0,unemployed,married,tertiary,no,816,yes,no,cellular,19,nov,547.0,7.0,-1,0.0,unknown,no
1167,1167.0,33.0,blue-collar,,,no,889,yes,,unknown,18,sep,,,373,6.0,success,
3222,3222.0,33.0,blue-collar,single,secondary,no,5739,yes,yes,cellular,21,nov,374.0,1.0,-1,0.0,unknown,no
3636,3636.0,36.0,management,divorced,tertiary,no,1057,no,no,cellular,5,feb,383.0,2.0,-1,0.0,unknown,no
3555,3555.0,,blue-collar,married,,,-674,yes,no,unknown,5,may,257.0,1.0,-1,0.0,unknown,no
1492,1492.0,,technician,married,,,5060,yes,no,cellular,21,aug,12.0,21.0,-1,0.0,unknown,no
2938,2938.0,34.0,technician,married,secondary,no,1553,no,no,cellular,20,aug,200.0,2.0,-1,0.0,unknown,no
2995,2995.0,43.0,technician,single,secondary,no,593,yes,no,unknown,5,may,55.0,1.0,-1,0.0,unknown,no
3096,3096.0,38.0,technician,married,secondary,no,994,no,no,unknown,9,jun,119.0,1.0,-1,0.0,unknown,no
4103,4103.0,46.0,management,divorced,tertiary,no,25,no,no,unknown,26,may,103.0,2.0,-1,0.0,unknown,no
4270,4270.0,37.0,management,divorced,tertiary,no,896,no,yes,cellular,14,aug,343.0,2.0,-1,0.0,unknown,no
3140,3140.0,61.0,retired,married,primary,no,1060,yes,no,unknown,13,may,118.0,1.0,-1,0.0,unknown,no
143,143.0,31.0,management,single,tertiary,no,874,yes,no,cellular,18,nov,190.0,2.0,-1,0.0,unknown,no
3577,3577.0,32.0,management,married,tertiary,no,0,no,no,cellular,26,aug,104.0,9.0,-1,0.0,unknown,no
2782,2782.0,41.0,technician,married,secondary,no,64,yes,yes,unknown,8,may,210.0,2.0,-1,0.0,unknown,no
717,717.0,40.0,management,married,tertiary,no,10786,no,no,unknown,20,jun,111.0,3.0,-1,0.0,unknown,no
1819,,33.0,technician,divorced,secondary,yes,10,,yes,cellular,18,nov,,5.0,-1,0.0,unknown,no
2502,2502.0,32.0,admin.,married,secondary,no,0,no,no,cellular,30,jan,119.0,3.0,-1,0.0,unknown,no
395,395.0,41.0,technician,married,secondary,no,288,yes,no,unknown,15,may,221.0,4.0,-1,0.0,unknown,no
4376,4376.0,42.0,blue-collar,married,primary,no,-10,yes,no,unknown,9,may,291.0,4.0,-1,0.0,unknown,no
1365,,34.0,blue-collar,married,,no,-319,,,cellular,9,jul,,4.0,-1,0.0,unknown,
4126,4126.0,33.0,services,single,secondary,no,358,yes,no,cellular,7,may,302.0,1.0,356,3.0,failure,no
595,595.0,28.0,entrepreneur,married,unknown,no,1034,no,no,cellular,29,jan,113.0,1.0,-1,0.0,unknown,no
3952,3952.0,44.0,blue-collar,married,,no,887,yes,,cellular,12,may,165.0,2.0,363,1.0,failure,
2914,2914.0,37.0,blue-collar,married,primary,no,655,yes,no,cellular,5,feb,127.0,2.0,258,4.0,failure,no
2326,,32.0,services,married,secondary,no,55,,no,unknown,15,may,,9.0,-1,0.0,unknown,no
3766,3766.0,38.0,technician,single,secondary,no,311,yes,no,cellular,28,may,61.0,2.0,-1,0.0,unknown,no
3440,3440.0,32.0,services,married,secondary,no,4885,yes,yes,cellular,18,nov,400.0,2.0,-1,0.0,unknown,no
3851,3851.0,26.0,admin.,single,secondary,no,802,no,no,cellular,30,jan,77.0,1.0,2,2.0,other,no
4157,4157.0,55.0,retired,married,secondary,no,159,no,no,cellular,28,aug,159.0,1.0,-1,0.0,unknown,no
2143,2143.0,37.0,management,married,tertiary,no,4089,yes,no,cellular,2,feb,289.0,2.0,174,4.0,other,yes
1571,1571.0,36.0,blue-collar,married,primary,no,49,yes,no,cellular,15,may,232.0,2.0,365,5.0,other,no
4079,4079.0,53.0,entrepreneur,married,secondary,no,-118,yes,no,unknown,9,may,101.0,3.0,-1,0.0,unknown,no
1122,1122.0,32.0,technician,married,tertiary,no,4089,no,no,cellular,26,may,114.0,7.0,287,3.0,failure,no
2786,2786.0,28.0,blue-collar,single,secondary,no,6307,yes,no,unknown,28,may,615.0,1.0,-1,0.0,unknown,no
2967,2967.0,46.0,blue-collar,divorced,primary,no,1712,no,no,unknown,19,jun,110.0,1.0,-1,0.0,unknown,no
2504,2504.0,35.0,blue-collar,married,secondary,no,280,yes,yes,cellular,31,jul,65.0,50.0,-1,0.0,unknown,no
3465,3465.0,38.0,blue-collar,married,secondary,no,5092,yes,no,unknown,17,jun,145.0,6.0,-1,0.0,unknown,no
675,675.0,37.0,technician,married,secondary,no,64,yes,no,cellular,12,may,239.0,4.0,278,2.0,other,no
2808,,40.0,entrepreneur,,secondary,no,1532,,yes,cellular,18,nov,,,-1,0.0,unknown,no
3348,3348.0,31.0,blue-collar,single,secondary,no,1882,no,no,cellular,7,may,529.0,2.0,-1,0.0,unknown,no
728,,57.0,technician,married,secondary,no,3071,,yes,cellular,7,may,,3.0,-1,0.0,unknown,no
412,412.0,75.0,retired,divorced,tertiary,no,3810,yes,no,cellular,16,nov,262.0,1.0,183,1.0,failure,yes
3146,3146.0,32.0,housemaid,married,tertiary,no,357,yes,no,cellular,18,nov,175.0,2.0,-1,0.0,unknown,no
1516,1516.0,29.0,self-employed,married,tertiary,no,242,yes,no,cellular,18,jul,73.0,4.0,-1,0.0,unknown,no
825,,31.0,entrepreneur,single,,no,1957,,,cellular,4,feb,,3.0,-1,0.0,unknown,
3267,3267.0,49.0,management,married,secondary,no,321,no,no,unknown,9,jun,135.0,3.0,-1,0.0,unknown,no
3974,3974.0,54.0,retired,married,primary,no,208,no,no,unknown,12,may,255.0,1.0,-1,0.0,unknown,no
616,616.0,28.0,management,single,tertiary,no,231,yes,yes,cellular,25,jul,568.0,2.0,-1,0.0,unknown,no
114,114.0,25.0,student,single,secondary,no,331,no,no,telephone,26,aug,170.0,4.0,-1,0.0,unknown,yes
417,417.0,45.0,blue-collar,single,primary,no,999,no,no,cellular,29,jan,182.0,2.0,-1,0.0,unknown,no
3069,3069.0,39.0,blue-collar,married,primary,no,800,yes,no,cellular,19,nov,76.0,6.0,-1,0.0,unknown,no
1625,1625.0,36.0,,married,,no,1746,yes,,,7,apr,15.0,1.0,316,,failure,
4474,4474.0,,,married,,,-237,yes,no,,10,jul,73.0,1.0,-1,,unknown,no
2896,2896.0,80.0,retired,married,primary,no,1548,no,no,cellular,6,aug,331.0,2.0,-1,0.0,unknown,no
4230,4230.0,37.0,management,married,tertiary,no,4039,no,yes,cellular,25,jul,106.0,2.0,-1,0.0,unknown,no
2082,2082.0,46.0,blue-collar,divorced,primary,no,216,no,no,cellular,2,feb,173.0,1.0,-1,0.0,unknown,no
753,753.0,,technician,married,,,65,no,no,cellular,25,aug,41.0,2.0,-1,0.0,unknown,no
2546,2546.0,42.0,services,married,secondary,no,508,yes,no,unknown,30,may,70.0,1.0,-1,0.0,unknown,no
3969,3969.0,,self-employed,married,,,92,yes,no,unknown,13,may,92.0,1.0,-1,0.0,unknown,no
3373,3373.0,28.0,admin.,single,tertiary,no,14,no,no,cellular,1,jun,201.0,1.0,-1,0.0,unknown,no
4107,4107.0,50.0,blue-collar,married,primary,no,2142,yes,no,cellular,29,jan,309.0,2.0,224,1.0,other,no
2444,2444.0,35.0,management,married,secondary,no,724,yes,no,cellular,14,jul,287.0,2.0,415,1.0,failure,yes
1066,1066.0,38.0,technician,married,secondary,no,740,no,no,cellular,7,aug,259.0,3.0,-1,0.0,unknown,no
3913,3913.0,48.0,management,married,primary,no,2537,no,no,cellular,26,aug,219.0,6.0,-1,0.0,unknown,no
3498,,58.0,services,divorced,secondary,no,462,,no,cellular,13,nov,,1.0,93,1.0,success,yes
2738,2738.0,,technician,single,,,1043,no,no,cellular,18,aug,195.0,10.0,-1,0.0,unknown,no
4000,4000.0,53.0,admin.,divorced,secondary,no,26,yes,no,cellular,7,may,56.0,1.0,359,1.0,failure,no
1568,1568.0,42.0,technician,single,secondary,no,0,yes,no,unknown,7,may,275.0,4.0,-1,0.0,unknown,no
2427,2427.0,39.0,technician,,,no,1190,no,,cellular,8,aug,,,-1,0.0,unknown,
3746,,50.0,management,married,tertiary,no,-470,,no,cellular,19,nov,,2.0,160,1.0,failure,no
4200,4200.0,49.0,management,single,primary,no,548,no,no,telephone,31,jul,115.0,6.0,-1,0.0,unknown,no
1687,1687.0,44.0,technician,divorced,secondary,no,809,yes,no,unknown,15,may,118.0,4.0,-1,0.0,unknown,no
851,851.0,46.0,blue-collar,married,secondary,no,5,no,no,cellular,18,aug,71.0,3.0,-1,0.0,unknown,no
3546,3546.0,30.0,management,single,tertiary,no,6495,no,no,cellular,30,mar,78.0,3.0,-1,0.0,unknown,no
895,895.0,31.0,blue-collar,married,secondary,no,1407,yes,no,cellular,6,may,142.0,3.0,-1,0.0,unknown,no
335,335.0,47.0,management,divorced,tertiary,no,447,no,yes,unknown,7,may,126.0,1.0,-1,0.0,unknown,no
2839,2839.0,54.0,housemaid,divorced,secondary,no,1327,no,no,unknown,5,jun,115.0,2.0,-1,0.0,unknown,no
3087,3087.0,28.0,management,single,tertiary,no,224,yes,no,cellular,2,feb,97.0,3.0,-1,0.0,unknown,no
1348,1348.0,36.0,management,married,tertiary,no,61,no,yes,cellular,19,aug,452.0,2.0,-1,0.0,unknown,no
1015,,43.0,retired,married,secondary,no,520,,no,unknown,20,may,,13.0,-1,0.0,unknown,no
2816,2816.0,34.0,technician,single,tertiary,no,586,yes,no,unknown,16,may,489.0,2.0,-1,0.0,unknown,no
1631,,39.0,blue-collar,married,secondary,no,8,,no,cellular,30,jul,,3.0,-1,0.0,unknown,no
2489,2489.0,55.0,retired,married,primary,no,-966,no,yes,cellular,14,may,104.0,1.0,-1,0.0,unknown,no
3730,3730.0,43.0,technician,married,secondary,no,3285,yes,no,unknown,13,may,1721.0,2.0,-1,0.0,unknown,yes
3251,3251.0,60.0,blue-collar,married,secondary,no,1801,no,no,telephone,29,oct,167.0,1.0,-1,0.0,unknown,no
4195,4195.0,30.0,housemaid,single,tertiary,no,868,no,no,cellular,7,aug,387.0,2.0,-1,0.0,unknown,no
2070,2070.0,80.0,retired,married,secondary,no,8304,no,no,telephone,6,apr,681.0,1.0,118,11.0,success,no
4417,4417.0,33.0,unemployed,married,tertiary,no,302,yes,yes,cellular,16,apr,670.0,1.0,-1,0.0,unknown,no
1635,1635.0,33.0,blue-collar,married,secondary,no,687,yes,no,cellular,14,may,72.0,2.0,370,1.0,failure,no
2479,2479.0,34.0,technician,married,secondary,no,-136,yes,yes,cellular,12,aug,131.0,2.0,-1,0.0,unknown,no
2265,2265.0,45.0,management,married,tertiary,no,1929,yes,no,unknown,29,may,44.0,15.0,-1,0.0,unknown,no
2959,2959.0,47.0,services,single,secondary,no,33,yes,no,cellular,5,may,298.0,1.0,-1,0.0,unknown,no
3059,3059.0,56.0,housemaid,married,primary,no,306,no,yes,cellular,8,jul,212.0,1.0,-1,0.0,unknown,no
2141,,33.0,blue-collar,,secondary,no,0,,yes,cellular,28,jul,,,-1,0.0,unknown,no
3118,,32.0,services,married,secondary,no,1464,,no,unknown,3,jun,,1.0,-1,0.0,unknown,no
4281,4281.0,52.0,management,married,secondary,no,335,no,no,cellular,21,oct,411.0,1.0,182,1.0,failure,yes
4045,4045.0,34.0,technician,single,secondary,no,60,no,no,cellular,7,aug,274.0,2.0,-1,0.0,unknown,no
3356,3356.0,51.0,technician,married,secondary,no,500,yes,no,cellular,20,nov,26.0,6.0,-1,0.0,unknown,no
2744,2744.0,57.0,unemployed,married,primary,no,0,no,no,unknown,9,jun,540.0,1.0,-1,0.0,unknown,no
3506,3506.0,,management,married,,,3,no,yes,cellular,8,jul,443.0,1.0,-1,0.0,unknown,no
1679,1679.0,38.0,self-employed,married,secondary,no,279,yes,no,unknown,28,may,110.0,5.0,-1,0.0,unknown,no
3147,3147.0,52.0,unemployed,married,secondary,no,-9,no,no,unknown,9,jun,123.0,1.0,-1,0.0,unknown,no
2294,,48.0,technician,married,,no,197,,,cellular,3,feb,,2.0,222,3.0,other,
580,580.0,29.0,management,married,tertiary,no,361,yes,yes,cellular,28,jul,819.0,3.0,-1,0.0,unknown,no
1470,1470.0,55.0,blue-collar,married,primary,no,4103,no,no,cellular,19,nov,291.0,1.0,-1,0.0,unknown,no
4070,4070.0,31.0,services,single,secondary,no,481,yes,no,cellular,20,nov,106.0,2.0,183,2.0,failure,no
3343,3343.0,,services,married,,,-378,yes,yes,cellular,13,may,541.0,1.0,295,6.0,failure,no
3672,3672.0,45.0,blue-collar,married,secondary,no,4022,yes,no,cellular,29,jan,244.0,3.0,-1,0.0,unknown,no
559,559.0,47.0,technician,divorced,secondary,no,2914,yes,no,cellular,18,aug,405.0,13.0,-1,0.0,unknown,no
2849,2849.0,40.0,self-employed,married,secondary,no,167,yes,yes,cellular,8,may,380.0,4.0,295,1.0,failure,no
512,512.0,52.0,technician,married,secondary,no,195,yes,no,cellular,18,feb,220.0,1.0,63,5.0,failure,yes
1081,1081.0,48.0,admin.,married,secondary,no,112,no,no,cellular,18,aug,139.0,5.0,-1,0.0,unknown,no
1664,1664.0,37.0,blue-collar,married,secondary,no,132,no,no,unknown,27,may,336.0,2.0,-1,0.0,unknown,no
1012,1012.0,48.0,blue-collar,married,secondary,no,841,yes,no,unknown,19,may,215.0,1.0,-1,0.0,unknown,no
1931,1931.0,45.0,blue-collar,married,secondary,no,4365,no,yes,cellular,9,feb,45.0,2.0,-1,0.0,unknown,no
1150,1150.0,36.0,technician,divorced,secondary,no,5957,yes,no,cellular,18,nov,138.0,2.0,-1,0.0,unknown,no
2838,2838.0,33.0,technician,married,secondary,no,58,yes,no,telephone,29,aug,57.0,2.0,-1,0.0,unknown,no
116,116.0,30.0,services,married,secondary,no,1808,yes,no,cellular,18,may,83.0,2.0,-1,0.0,unknown,no
740,740.0,57.0,management,married,tertiary,no,3250,no,no,cellular,20,aug,162.0,3.0,-1,0.0,unknown,no
4349,4349.0,60.0,retired,divorced,tertiary,no,2131,no,no,cellular,10,jul,421.0,6.0,-1,0.0,unknown,no
